Name,Title,Year,Toyline,Brand,height,mass,hair_color,skin_color,eye_color,birth_year,gender,homeworld,species,Jedi,Sith,Hero,Villain,BountyHunter,Neutral,OriginalTril,PrequelTril,SequelTril,Movies,rotation_period,orbital_period,diameter,climate,gravity,terrain,surface_water,population,classification,designation,average_height,skin_colors,hair_colors,eye_colors,average_lifespan,language,homeworld_species
Anakin Skywalker,Clone Wars,2008,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Concept by Sang Jun Lee,2009,The Legacy Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,B'omarr Monastery Assault 2-pack,2008,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Droid Factory 2-Pack #2 2009,2009,The Legacy Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Ambush On The Vulture's Claw,2009,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Mechanic,2000,Power Of The Jedi,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Skywalker's Spirit,2007,The 30th Anniversary Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Jedi Spirits,1998,The Power Of The Force,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Clone Wars,2011,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Cad Bane's Escape,2011,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Attack Of The Clones 4-Pack,2011,Shadow Of The Dark Side,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,2010 Set #3,2010,The Legacy Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Tartakovsky Clone Wars,2003,Tartakovsky Clone Wars (Animated),Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Tartakovsky Clone Wars,2005,Tartakovsky Clone Wars (Animated),Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Commemorative DVD 3-Pack 2005 Set #2,2005,Tartakovsky Clone Wars (Animated),Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Peasant Disguise,2011,The Vintage Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,The Rise Of Boba Fett,2010,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Revenge Of The Sith,2010,The Vintage Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Tatooine Attack,2002,Star Wars SAGA Series,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Deluxe With Geonosian Warrior,2002,Star Wars SAGA Series,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,With Swoop Bike,2003,Star Wars SAGA Series,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Secret Ceremony,2003,Star Wars SAGA Series,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Outland Peasant Disguise,2002,Star Wars SAGA Series,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Battle Damage!,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Lightsaber Attack!,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,2008 Order 66 Set #2,2008,The 30th Anniversary Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Battle Arena Trade Federation Cruiser,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Anakin Skywalker to Darth Vader,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Anakin Skywalker to Darth Vader,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Mustafar Final Duel Playset,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,With Darth Vader Tunic And Armor,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Tartakovsky Clone Wars,2007,The 30th Anniversary Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Slashing Attack!,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Slashing Attack!,2005,Revenge Of The Sith Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Star Wars Revenge Of The Sith #1,2008,The 30th Anniversary Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,The Rise Of Darth Vader,2012,Movie Heroes Series,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Mos Espa Arena,2012,Discover The Force,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,With Attack Recon Fighter,2012,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Army Of The Republic,2003,Tartakovsky Clone Wars (Realistic),Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,The Clone Wars,2012,The Vintage Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,With Firing Lightsaber Launcher,2012,The Clone Wars Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Tatooine Showdown,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Mos Espa Encounter,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,The Phantom Menace,2012,The Vintage Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Tatooine,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,With Pod Racer,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,With Naboo Fighter Game,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Naboo,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
Anakin Skywalker,Naboo Pilot,1999,The Episode 1 Collection,Hasbro,188.0,84.0,blond,fair,blue,41.9BBY,male,Tatooine,Human,1,0,1,0,0,0,0,1,0,3,23.0,304.0,10465.0,arid,1 standard,desert,1.0,200000.0,mammal,sentient,180.0,"caucasian, black, asian, hispanic","blonde, brown, black, red","brown, blue, green, hazel, grey, amber",120,Galactic Basic,Coruscant
